run,iteration,n_neighbors,mae,rmse
3,4,1,132206337.56449997,261605128.9726485
3,4,2,132835240.69783334,264405946.87651336
3,4,3,140850728.04227778,283284961.8327291
3,4,4,139860839.98716667,272112583.8959904
3,4,5,141133118.2742667,267935721.3089099
3,5,1,78290999.43466666,177960188.13403246
3,5,2,63018410.83499998,134655359.73358753
3,5,3,65712721.67288888,138990990.91303998
3,5,4,61375686.54087501,134785536.23475912
3,5,5,68471818.80526666,142057640.86595544
4,2,1,91120664.029,210751911.94268972
4,2,2,73003295.93975,171856401.15081573
4,2,3,73607044.57438889,169512568.8235648
4,2,4,84579911.08795835,180036914.5168215
4,2,5,89390353.12626667,181846322.29000303
4,3,1,140578926.55883333,289514589.12452
4,3,2,157723978.09341666,315974176.4255486
4,3,3,150320931.6627778,297991095.5409528
4,3,4,159341253.05320835,307883818.83962643
4,3,5,166604552.59166667,324659817.59661925
4,4,1,132206337.56449997,261605128.9726485
4,4,2,132835240.69783334,264405946.87651336
4,4,3,140850728.04227778,283284961.8327291
4,4,4,139860839.98716667,272112583.8959904
4,4,5,141133118.2742667,267935721.3089099
4,5,1,78290999.43466666,177960188.13403246
4,5,2,63018410.83499998,134655359.73358753
4,5,3,65712721.67288888,138990990.91303998
4,5,4,61375686.54087501,134785536.23475912
4,5,5,68471818.80526666,142057640.86595544
5,2,1,91120664.029,210751911.94268972
5,2,2,73003295.93975,171856401.15081573
5,2,3,73607044.57438889,169512568.8235648
5,2,4,84579911.08795835,180036914.5168215
5,2,5,89390353.12626667,181846322.29000303
5,3,1,140578926.55883333,289514589.12452
5,3,2,157723978.09341666,315974176.4255486
5,3,3,150320931.6627778,297991095.5409528
5,3,4,159341253.05320835,307883818.83962643
5,3,5,166604552.59166667,324659817.59661925
5,4,1,132206337.56449997,261605128.9726485
5,4,2,132835240.69783334,264405946.87651336
5,4,3,140850728.04227778,283284961.8327291
5,4,4,139860839.98716667,272112583.8959904
5,4,5,141133118.2742667,267935721.3089099
5,5,1,78290999.43466666,177960188.13403246
5,5,2,63018410.83499998,134655359.73358753
5,5,3,65712721.67288888,138990990.91303998
5,5,4,61375686.54087501,134785536.23475912
5,5,5,68471818.80526666,142057640.86595544
6,2,1,91120664.029,210751911.94268972
6,2,2,73003295.93975,171856401.15081573
6,2,3,73607044.57438889,169512568.8235648
6,2,4,84579911.08795835,180036914.5168215
6,2,5,89390353.12626667,181846322.29000303
6,3,1,140578926.55883333,289514589.12452
6,3,2,157723978.09341666,315974176.4255486
6,3,3,150320931.6627778,297991095.5409528
6,3,4,159341253.05320835,307883818.83962643
6,3,5,166604552.59166667,324659817.59661925
6,4,1,132206337.56449997,261605128.9726485
6,4,2,132835240.69783334,264405946.87651336
6,4,3,140850728.04227778,283284961.8327291
6,4,4,139860839.98716667,272112583.8959904
6,4,5,141133118.2742667,267935721.3089099
6,5,1,78290999.43466666,177960188.13403246
6,5,2,63018410.83499998,134655359.73358753
6,5,3,65712721.67288888,138990990.91303998
6,5,4,61375686.54087501,134785536.23475912
6,5,5,68471818.80526666,142057640.86595544
7,2,1,91120664.029,210751911.94268972
7,2,2,73003295.93975,171856401.15081573
7,2,3,73607044.57438889,169512568.8235648
7,2,4,84579911.08795835,180036914.5168215
7,2,5,89390353.12626667,181846322.29000303
7,3,1,140578926.55883333,289514589.12452
7,3,2,157723978.09341666,315974176.4255486
7,3,3,150320931.6627778,297991095.5409528
7,3,4,159341253.05320835,307883818.83962643
7,3,5,166604552.59166667,324659817.59661925
7,4,1,132206337.56449997,261605128.9726485
7,4,2,132835240.69783334,264405946.87651336
7,4,3,140850728.04227778,283284961.8327291
7,4,4,139860839.98716667,272112583.8959904
7,4,5,141133118.2742667,267935721.3089099
7,5,1,78290999.43466666,177960188.13403246
7,5,2,63018410.83499998,134655359.73358753
7,5,3,65712721.67288888,138990990.91303998
7,5,4,61375686.54087501,134785536.23475912
7,5,5,68471818.80526666,142057640.86595544
8,2,1,91120664.029,210751911.94268972
8,2,2,73003295.93975,171856401.15081573
8,2,3,73607044.57438889,169512568.8235648
8,2,4,84579911.08795835,180036914.5168215
8,2,5,89390353.12626667,181846322.29000303
8,3,1,140578926.55883333,289514589.12452
8,3,2,157723978.09341666,315974176.4255486
8,3,3,150320931.6627778,297991095.5409528
8,3,4,159341253.05320835,307883818.83962643
8,3,5,166604552.59166667,324659817.59661925
8,4,1,132206337.56449997,261605128.9726485
8,4,2,132835240.69783334,264405946.87651336
8,4,3,140850728.04227778,283284961.8327291
8,4,4,139860839.98716667,272112583.8959904
8,4,5,141133118.2742667,267935721.3089099
8,5,1,78290999.43466666,177960188.13403246
8,5,2,63018410.83499998,134655359.73358753
8,5,3,65712721.67288888,138990990.91303998
8,5,4,61375686.54087501,134785536.23475912
8,5,5,68471818.80526666,142057640.86595544
9,2,1,91120664.029,210751911.94268972
9,2,2,73003295.93975,171856401.15081573
9,2,3,73607044.57438889,169512568.8235648
9,2,4,84579911.08795835,180036914.5168215
9,2,5,89390353.12626667,181846322.29000303
9,3,1,140578926.55883333,289514589.12452
9,3,2,157723978.09341666,315974176.4255486
9,3,3,150320931.6627778,297991095.5409528
9,3,4,159341253.05320835,307883818.83962643
9,3,5,166604552.59166667,324659817.59661925
9,4,1,132206337.56449997,261605128.9726485
9,4,2,132835240.69783334,264405946.87651336
9,4,3,140850728.04227778,283284961.8327291
9,4,4,139860839.98716667,272112583.8959904
9,4,5,141133118.2742667,267935721.3089099
9,5,1,78290999.43466666,177960188.13403246
9,5,2,63018410.83499998,134655359.73358753
9,5,3,65712721.67288888,138990990.91303998
9,5,4,61375686.54087501,134785536.23475912
9,5,5,68471818.80526666,142057640.86595544
10,2,1,91120664.029,210751911.94268972
10,2,2,73003295.93975,171856401.15081573
10,2,3,73607044.57438889,169512568.8235648
10,2,4,84579911.08795835,180036914.5168215
10,2,5,89390353.12626667,181846322.29000303
10,3,1,140578926.55883333,289514589.12452
10,3,2,157723978.09341666,315974176.4255486
10,3,3,150320931.6627778,297991095.5409528
10,3,4,159341253.05320835,307883818.83962643
10,3,5,166604552.59166667,324659817.59661925
10,4,1,132206337.56449997,261605128.9726485
10,4,2,132835240.69783334,264405946.87651336
10,4,3,140850728.04227778,283284961.8327291
10,4,4,139860839.98716667,272112583.8959904
10,4,5,141133118.2742667,267935721.3089099
10,5,1,78290999.43466666,177960188.13403246
10,5,2,63018410.83499998,134655359.73358753
10,5,3,65712721.67288888,138990990.91303998
10,5,4,61375686.54087501,134785536.23475912
10,5,5,68471818.80526666,142057640.86595544
