run,iteration,n_estimators,max_depth,max_samples,max_features,mae,rmse
1,2,50,15,1.0,0.75,88208560.87677333,193247878.43384767
1,2,50,15,1.0,1.0,86845863.93418933,188703430.864038
1,2,100,,0.25,0.25,89535583.69445068,192481297.84400478
1,2,100,,0.25,0.5,82511905.45530002,184034539.78482956
1,2,100,,0.25,0.75,86083028.99924533,187731395.41612005
1,2,100,,0.25,1.0,80792490.37058266,178757779.6803626
1,2,100,,0.5,0.25,82095771.10551602,180111822.167397
1,2,100,,0.5,0.5,88703613.18355334,188950896.65448183
1,2,100,,0.5,0.75,78626186.57783331,179025154.86206344
1,2,100,,0.5,1.0,88445679.63528132,182820613.78216824
1,2,100,,0.75,0.25,94326155.783036,194709570.63531667
1,2,100,,0.75,0.5,84481888.46671335,182236052.5358942
1,2,100,,0.75,0.75,85250869.80268937,184569358.6610363
1,2,100,,0.75,1.0,88676524.666248,195039251.2572245
1,2,100,,1.0,0.25,78181664.41128668,181651309.374906
1,2,100,,1.0,0.5,85303447.42266135,189076011.26731494
1,2,100,,1.0,0.75,90341987.7158773,197997422.98983943
1,2,100,,1.0,1.0,87788662.2976867,195013048.67835265
1,2,100,5,0.25,0.25,91293777.84310132,198490504.24605918
1,2,100,5,0.25,0.5,85425574.37968004,190452184.00527808
1,2,100,5,0.25,0.75,85553844.75346933,187071344.59201428
1,2,100,5,0.25,1.0,84465839.23257737,191806358.20799133
1,2,100,5,0.5,0.25,80594618.20505333,177986662.7101307
1,2,100,5,0.5,0.5,83828037.69960967,187573107.6346608
1,2,100,5,0.5,0.75,78655216.57162802,183327987.5216381
1,2,100,5,0.5,1.0,84142004.87241732,184383067.15754515
1,2,100,5,0.75,0.25,88829698.17730561,186250469.33670896
1,2,100,5,0.75,0.5,81961593.5279801,183663781.3558492
1,2,100,5,0.75,0.75,85327376.006262,187782743.7230618
1,2,100,5,0.75,1.0,90249814.13482088,188970683.11199805
1,2,100,5,1.0,0.25,77423616.29432432,173583300.74447396
1,2,100,5,1.0,0.5,82644843.0848185,180848032.90184438
1,2,100,5,1.0,0.75,90383542.37559932,191389800.61653358
1,2,100,5,1.0,1.0,89156587.80646954,192337097.34059244
1,2,100,10,0.25,0.25,86598594.74045467,193163976.19812125
1,2,100,10,0.25,0.5,97093180.52641334,204119445.96755037
1,2,100,10,0.25,0.75,77286726.36736934,181416490.14743692
1,2,100,10,0.25,1.0,99235081.97471868,210111671.31892386
1,2,100,10,0.5,0.25,85428358.72370669,186103761.38595045
1,2,100,10,0.5,0.5,81085431.56809202,182013362.44635826
1,2,100,10,0.5,0.75,86681902.14113866,187341979.71748462
1,2,100,10,0.5,1.0,78110087.52375735,173711047.3001722
1,2,100,10,0.75,0.25,76993703.38576,173881599.00577495
1,2,100,10,0.75,0.5,81584722.11129732,185218948.37119824
1,2,100,10,0.75,0.75,87142319.08826669,187015965.55780202
1,2,100,10,0.75,1.0,86985784.17262264,184545900.80562901
1,2,100,10,1.0,0.25,80801847.546836,178694892.76368764
1,2,100,10,1.0,0.5,92083806.16284935,190441998.01842055
1,2,100,10,1.0,0.75,86809259.27235202,186064349.39924556
1,2,100,10,1.0,1.0,93163284.44197999,197778991.3916824
1,2,100,15,0.25,0.25,82258594.84859867,183179616.390579
1,2,100,15,0.25,0.5,79800653.68577997,180031357.63122725
1,2,100,15,0.25,0.75,95190868.12892266,205094763.20824486
1,2,100,15,0.25,1.0,88105030.84794268,190736779.2424928
1,2,100,15,0.5,0.25,78651485.70882268,173410068.71302575
1,2,100,15,0.5,0.5,97826843.67138533,206282364.16997048
1,2,100,15,0.5,0.75,79771646.59764798,183488202.75062302
1,2,100,15,0.5,1.0,96360372.87976664,199532628.25065628
1,2,100,15,0.75,0.25,84484843.22132532,182512372.3232803
1,2,100,15,0.75,0.5,76714663.67411734,176420135.6604753
1,2,100,15,0.75,0.75,81697372.09761068,176958259.71821123
1,2,100,15,0.75,1.0,85934808.13157736,187875706.0765832
1,2,100,15,1.0,0.25,80284809.39711067,171700439.65610743
1,2,100,15,1.0,0.5,89456998.8175667,193389318.14206156
1,2,100,15,1.0,0.75,89417817.23721065,187753944.22046617
1,2,100,15,1.0,1.0,88803468.549232,193993916.35623744
1,3,10,,0.25,0.25,182261318.34653333,350052032.68447477
1,3,10,,0.25,0.5,153522907.09042665,292695901.05387205
1,3,10,,0.25,0.75,176108763.92718667,322270672.3442865
1,3,10,,0.25,1.0,167767479.84098667,309723031.32490444
1,3,10,,0.5,0.25,173826699.64817333,317186070.8318689
1,3,10,,0.5,0.5,217078455.66125336,390592901.28207946
1,3,10,,0.5,0.75,152801298.15124002,279312045.2567925
1,3,10,,0.5,1.0,138814659.22801334,265305748.86360133
1,3,10,,0.75,0.25,147121436.7340933,274092978.5571313
1,3,10,,0.75,0.5,149677481.12599996,287120206.609074
1,3,10,,0.75,0.75,146805258.26452002,290289891.4090196
1,3,10,,0.75,1.0,137601693.58088002,251572044.61775458
1,3,10,,1.0,0.25,150586939.31645337,288530169.8939713
1,3,10,,1.0,0.5,155760453.62036,299111786.55941504
1,3,10,,1.0,0.75,134012632.90482669,255444079.46234143
1,3,10,,1.0,1.0,149084494.81034666,270770213.34379697
1,3,10,5,0.25,0.25,210211844.29104003,378475716.72043425
1,3,10,5,0.25,0.5,172363351.62704,317061823.2647728
1,3,10,5,0.25,0.75,140227717.88549113,261875093.34176296
1,3,10,5,0.25,1.0,148627542.6993067,279886680.5931748
1,3,10,5,0.5,0.25,137259348.55035108,267746145.39249623
1,3,10,5,0.5,0.5,167479340.9380936,326106170.4083922
1,3,10,5,0.5,0.75,152149715.17639002,288215354.22284937
1,3,10,5,0.5,1.0,161029414.59467554,304651822.308428
1,3,10,5,0.75,0.25,145295218.09821364,270531076.595808
1,3,10,5,0.75,0.5,164005807.58073,303403004.08357763
1,3,10,5,0.75,0.75,152305532.20308402,281685365.9315125
1,3,10,5,0.75,1.0,148074215.31192935,268368962.37722236
1,3,10,5,1.0,0.25,151739314.5896312,278304537.19310945
1,3,10,5,1.0,0.5,175896024.60517648,325196839.6947012
1,3,10,5,1.0,0.75,129740530.1545542,240837584.40781167
1,3,10,5,1.0,1.0,156425306.97576347,281053376.01842016
1,3,10,10,0.25,0.25,230595397.3120267,411205678.4837011
1,3,10,10,0.25,0.5,153019966.86914667,279855874.07347137
1,3,10,10,0.25,0.75,209574252.05198666,381036126.0514003
1,3,10,10,0.25,1.0,178357045.78668,335343532.8325984
1,3,10,10,0.5,0.25,168937342.37132004,316864050.51480263
1,3,10,10,0.5,0.5,169513443.5707467,315556365.5189399
1,3,10,10,0.5,0.75,167468808.72688,305002615.0161907
1,3,10,10,0.5,1.0,178137306.2096133,336040178.19431144
1,3,10,10,0.75,0.25,163481598.99874666,307519407.3667739
1,3,10,10,0.75,0.5,142155743.71918666,264099107.5237963
1,3,10,10,0.75,0.75,163495364.08060002,294579338.15627223
1,3,10,10,0.75,1.0,142620092.9125867,280791030.91048324
1,3,10,10,1.0,0.25,169109836.13568,336234072.3359376
1,3,10,10,1.0,0.5,154688263.91981336,302484504.18892646
1,3,10,10,1.0,0.75,131048240.97467999,249881412.07178223
1,3,10,10,1.0,1.0,123126180.93348002,239573173.76389903
1,3,10,15,0.25,0.25,207528529.77752003,374942929.08864486
1,3,10,15,0.25,0.5,194010761.76952,353303360.6895181
1,3,10,15,0.25,0.75,195146118.22739998,356580804.3977459
1,3,10,15,0.25,1.0,203922534.78425327,371830883.5312541
1,3,10,15,0.5,0.25,164444668.72566667,299056177.86242104
1,3,10,15,0.5,0.5,181134170.14015996,336507753.32234424
1,3,10,15,0.5,0.75,142610951.7426,279651628.86917204
1,3,10,15,0.5,1.0,161479688.00638667,296564431.9846712
1,3,10,15,0.75,0.25,177415799.27246666,326700729.75322974
1,3,10,15,0.75,0.5,134246646.31094667,261456772.00151697
1,3,10,15,0.75,0.75,159005892.24618664,301246700.5368016
1,3,10,15,0.75,1.0,163821792.8266267,310852223.76529074
1,3,10,15,1.0,0.25,131610955.35069335,264549056.63988525
1,3,10,15,1.0,0.5,136996306.85605335,260564071.63955042
1,3,10,15,1.0,0.75,196492408.50668004,361013616.606421
1,3,10,15,1.0,1.0,131859748.02781337,264932318.35707048
1,3,50,,0.25,0.25,188345262.5537387,346940790.0774242
1,3,50,,0.25,0.5,170878801.2360054,311189470.06033087
1,3,50,,0.25,0.75,181972512.208872,331907308.86679786
1,3,50,,0.25,1.0,173038526.3944027,314772709.31774634
1,3,50,,0.5,0.25,173221370.7761573,322237652.6897567
1,3,50,,0.5,0.5,179345368.91669598,328950387.9835027
1,3,50,,0.5,0.75,167182691.51429334,305659603.1764412
1,3,50,,0.5,1.0,139265289.74283198,255820913.94730482
1,3,50,,0.75,0.25,157061623.18279198,290833270.41090447
1,3,50,,0.75,0.5,151141235.66455197,279601512.70860404
1,3,50,,0.75,0.75,143171967.55536535,270810739.7888182
1,3,50,,0.75,1.0,145187874.17648003,269094845.1927989
1,3,50,,1.0,0.25,147892046.79474667,274556047.6784454
1,3,50,,1.0,0.5,148745967.80559996,283466931.05624664
1,3,50,,1.0,0.75,145469577.24691465,267755338.27706197
1,3,50,,1.0,1.0,122684369.20132534,226866059.22259042
1,3,50,5,0.25,0.25,194115554.3174014,353587958.9920866
1,3,50,5,0.25,0.5,174898502.58982268,321741541.4844934
1,3,50,5,0.25,0.75,178494785.75730312,326892463.2547447
1,3,50,5,0.25,1.0,166521779.2572222,303627577.4787852
1,3,50,5,0.5,0.25,150329883.79038528,275997089.234065
1,3,50,5,0.5,0.5,172170443.99920848,312027076.0464833
1,3,50,5,0.5,0.75,163190927.72170454,298022489.3414131
1,3,50,5,0.5,1.0,181642107.29704022,328726985.3907413
1,3,50,5,0.75,0.25,147804750.55652174,278529627.9125162
1,3,50,5,0.75,0.5,155921773.9252862,286429498.4553367
1,3,50,5,0.75,0.75,150074255.5646203,273280916.5917824
1,3,50,5,0.75,1.0,148730058.56285223,274635597.7309447
1,3,50,5,1.0,0.25,146621280.79599863,274833184.0317551
1,3,50,5,1.0,0.5,137778158.49989972,263352388.16458902
1,3,50,5,1.0,0.75,140501717.35184106,266307298.61817294
1,3,50,5,1.0,1.0,152869655.3251216,281898296.6289043
1,3,50,10,0.25,0.25,183106043.0888774,331794638.0927898
1,3,50,10,0.25,0.5,181076807.64608005,336878942.33968836
1,3,50,10,0.25,0.75,172032997.26586396,311960154.66434956
1,3,50,10,0.25,1.0,190248903.75226673,347947945.2780366
1,3,50,10,0.5,0.25,162748541.1842853,303256858.3845213
1,3,50,10,0.5,0.5,155259529.04514137,284330259.5063146
1,3,50,10,0.5,0.75,150008870.22563466,276200566.54378176
1,3,50,10,0.5,1.0,151486436.16721332,278020699.8565882
1,3,50,10,0.75,0.25,142191621.10256535,266094774.29694358
1,3,50,10,0.75,0.5,168269241.93557867,307501492.07875055
1,3,50,10,0.75,0.75,141956653.01391196,261570533.07941875
1,3,50,10,0.75,1.0,153332595.54882404,282318109.2916118
1,3,50,10,1.0,0.25,149076389.772696,276041410.82774514
1,3,50,10,1.0,0.5,133125154.28532536,257017138.46817952
1,3,50,10,1.0,0.75,129283133.35098398,242404542.52534
1,3,50,10,1.0,1.0,141851300.10377333,264599180.75372142
1,3,50,15,0.25,0.25,165425874.99538136,306097636.8476542
1,3,50,15,0.25,0.5,183082896.89681873,335480773.07612664
1,3,50,15,0.25,0.75,185180533.15948,337073572.66890043
1,3,50,15,0.25,1.0,192382090.91215467,350607200.421443
1,3,50,15,0.5,0.25,173077114.49674132,322471189.63478297
1,3,50,15,0.5,0.5,155401744.75095198,290064594.99354875
1,3,50,15,0.5,0.75,156949200.25738665,287357980.91269535
1,3,50,15,0.5,1.0,146625020.40453333,268665947.63143176
1,3,50,15,0.75,0.25,167219937.8227067,308498753.45161796
1,3,50,15,0.75,0.5,147079999.24694934,277777951.3860454
1,3,50,15,0.75,0.75,153301470.529592,282074288.2746592
1,3,50,15,0.75,1.0,136080951.99082136,252146148.19019082
1,3,50,15,1.0,0.25,146530290.22201338,269502937.6697312
1,3,50,15,1.0,0.5,139800639.20792004,264025724.85370642
1,3,50,15,1.0,0.75,141546521.946384,265624171.0680989
1,3,50,15,1.0,1.0,153472544.60429868,282603604.2519663
1,3,100,,0.25,0.25,184477085.72387326,332273451.81759185
1,3,100,,0.25,0.5,189098196.68600133,346593776.03825814
1,3,100,,0.25,0.75,195229031.97965732,353583042.2089095
1,3,100,,0.25,1.0,166489414.67230934,303753653.9660929
1,3,100,,0.5,0.25,164217389.07698,302226911.227872
1,3,100,,0.5,0.5,169126461.62182403,305855077.0885464
1,3,100,,0.5,0.75,166703292.32213464,302297892.9529292
1,3,100,,0.5,1.0,156975693.87819067,293653810.33374983
1,3,100,,0.75,0.25,150902165.32887197,284191249.59887946
1,3,100,,0.75,0.5,153580971.43058667,281780727.5996296
1,3,100,,0.75,0.75,148812662.18583336,273710598.32814795
1,3,100,,0.75,1.0,145559167.14862138,266934861.03173068
1,3,100,,1.0,0.25,142793897.342968,272510939.8880418
1,3,100,,1.0,0.5,140968424.3888467,263175708.65157336
1,3,100,,1.0,0.75,143023492.51295203,272674016.9978408
1,3,100,,1.0,1.0,137808467.021244,253467860.12200195
1,3,100,5,0.25,0.25,185992729.19208106,337591561.5790017
1,3,100,5,0.25,0.5,190685921.26602137,348170038.1974887
1,3,100,5,0.25,0.75,195035526.28035727,352863757.38684744
1,3,100,5,0.25,1.0,180670767.68137932,330116040.41846144
1,3,100,5,0.5,0.25,171863573.34990373,311101902.23296946
1,3,100,5,0.5,0.5,156104790.8209354,285150358.23508066
1,3,100,5,0.5,0.75,159941626.3076245,298562440.8579278
1,3,100,5,0.5,1.0,160310855.4067469,293799466.7696555
1,3,100,5,0.75,0.25,161242675.9783499,298048215.1939583
1,3,100,5,0.75,0.5,152801833.50259846,282194124.9981742
1,3,100,5,0.75,0.75,154281414.53671566,281463377.69502854
1,3,100,5,0.75,1.0,144634720.14917505,264702569.98013183
1,3,100,5,1.0,0.25,147147479.86690068,279920517.98049325
1,3,100,5,1.0,0.5,141168008.18761602,268387192.36871955
1,3,100,5,1.0,0.75,136746248.68983653,254663377.45480004
1,3,100,5,1.0,1.0,142082357.70246872,258802998.64128336
1,3,100,10,0.25,0.25,197207108.83035204,357669714.2593781
1,3,100,10,0.25,0.5,194720405.53324798,352605637.8285538
1,3,100,10,0.25,0.75,179595205.68065605,327598703.917996
1,3,100,10,0.25,1.0,184282071.24313605,333775976.9974151
1,3,100,10,0.5,0.25,165714783.4069933,302921914.3273767
1,3,100,10,0.5,0.5,162751321.18321866,294284004.1083977
1,3,100,10,0.5,0.75,157327588.54243064,289774391.91202474
1,3,100,10,0.5,1.0,169307868.08020666,310338082.92134595
1,3,100,10,0.75,0.25,154840914.50810933,285851681.1025006
1,3,100,10,0.75,0.5,150821449.74352264,276537377.59637207
1,3,100,10,0.75,0.75,150481379.89513335,280933589.76362437
1,3,100,10,0.75,1.0,142017665.0760507,263622332.92414975
1,3,100,10,1.0,0.25,145032608.75292268,271451044.6048111
1,3,100,10,1.0,0.5,148852826.18109334,274004095.41204643
1,3,100,10,1.0,0.75,136635073.28966936,256704438.6085019
1,3,100,10,1.0,1.0,137286202.24904796,258793605.93093225
1,3,100,15,0.25,0.25,190013932.48602927,345952461.3934573
1,3,100,15,0.25,0.5,182601855.02281335,332521983.2872937
1,3,100,15,0.25,0.75,180554391.790292,329563932.2023411
1,3,100,15,0.25,1.0,174957994.79155073,319782957.34913254
1,3,100,15,0.5,0.25,163948410.93136665,299115960.45771027
1,3,100,15,0.5,0.5,164277171.57735866,298432529.30212116
1,3,100,15,0.5,0.75,164283423.11502132,298191988.7396968
1,3,100,15,0.5,1.0,162219720.27916938,295989003.95387214
1,3,100,15,0.75,0.25,157639600.73470268,292085315.8238492
1,3,100,15,0.75,0.5,155261263.49109867,286735958.22606325
1,3,100,15,0.75,0.75,150561331.29294267,275541569.3266751
1,3,100,15,0.75,1.0,149540700.51699468,274960712.52790827
1,3,100,15,1.0,0.25,148682931.76848665,282091192.15757513
1,3,100,15,1.0,0.5,151576665.49420398,277579534.79021114
1,3,100,15,1.0,0.75,139146129.82716936,262577620.3709602
1,3,100,15,1.0,1.0,138416049.62022135,258794622.71771333
1,4,10,,0.25,0.25,116408101.95906667,239309639.23977363
1,4,10,,0.25,0.5,104498899.23230667,222196858.53723195
1,4,10,,0.25,0.75,134284111.60305333,249514644.89358804
1,4,10,,0.25,1.0,108524330.98901333,216058405.67678133
1,4,10,,0.5,0.25,125261165.35498671,259129665.60114536
1,4,10,,0.5,0.5,117742291.33938669,256817479.82766888
1,4,10,,0.5,0.75,85235897.70984001,171086669.2185466
1,4,10,,0.5,1.0,121459298.47397332,244821646.90182036
1,4,10,,0.75,0.25,111539723.6896267,231894943.7624468
1,4,10,,0.75,0.5,112009784.37563999,232109954.703654
1,4,10,,0.75,0.75,98296166.81702669,210973365.91792566
1,4,10,,0.75,1.0,83451714.38464001,184540939.27477682
1,4,10,,1.0,0.25,136640821.21076003,292593930.6886711
1,4,10,,1.0,0.5,92210005.55153333,196738598.98249644
1,4,10,,1.0,0.75,86810580.02753332,189900809.6445162
1,4,10,,1.0,1.0,88847709.52958667,179605895.21360552
1,4,10,5,0.25,0.25,155420157.11400446,287758277.66893864
1,4,10,5,0.25,0.5,114248528.66047113,237633205.09621093
1,4,10,5,0.25,0.75,143178746.6439178,270595852.42014444
1,4,10,5,0.25,1.0,145455035.29687333,291559690.8948376
1,4,10,5,0.5,0.25,111165811.99862242,232849011.62091592
1,4,10,5,0.5,0.5,97167565.71790022,208966016.2123264
1,4,10,5,0.5,0.75,118040325.32873233,230397558.0679157
1,4,10,5,0.5,1.0,111483658.8320662,219728392.3202677
1,4,10,5,0.75,0.25,127463491.1628294,260464828.43996185
1,4,10,5,0.75,0.5,113153715.3532511,232243074.0407281
1,4,10,5,0.75,0.75,105978258.24552488,227221430.16423216
1,4,10,5,0.75,1.0,87205262.59724471,184765996.54663214
1,4,10,5,1.0,0.25,122910084.1546161,256565609.69051507
1,4,10,5,1.0,0.5,118466193.08598872,258704777.17924458
1,4,10,5,1.0,0.75,91895200.08565016,195691827.70810956
1,4,10,5,1.0,1.0,100944182.83141445,206318080.48854548
1,4,10,10,0.25,0.25,145668069.19941336,278825651.7891034
1,4,10,10,0.25,0.5,126768859.78322667,255496372.4122446
1,4,10,10,0.25,0.75,138669810.2907867,273147847.2791782
1,4,10,10,0.25,1.0,88411378.8308667,178483659.6953194
1,4,10,10,0.5,0.25,122280694.28552002,239956493.0986527
1,4,10,10,0.5,0.5,109410876.97578667,235729965.61770335
1,4,10,10,0.5,0.75,94938337.80255999,196226778.60620448
1,4,10,10,0.5,1.0,88379908.74104,180988540.39465716
1,4,10,10,0.75,0.25,123330291.23968668,261207836.34207222
1,4,10,10,0.75,0.5,99973496.85810669,212178117.25306377
1,4,10,10,0.75,0.75,110998863.89217333,223286806.32287002
1,4,10,10,0.75,1.0,102474955.36653335,202991891.3841791
1,4,10,10,1.0,0.25,96767394.67399333,222250112.13336027
1,4,10,10,1.0,0.5,107307388.14322667,230571727.8174344
1,4,10,10,1.0,0.75,96223720.03485335,203741432.9126932
1,4,10,10,1.0,1.0,81590464.13647999,174765788.49943468
1,4,10,15,0.25,0.25,144906043.17382666,279664755.13532805
1,4,10,15,0.25,0.5,130083635.70864,249978533.51284873
1,4,10,15,0.25,0.75,107078365.62345332,209195937.196196
1,4,10,15,0.25,1.0,102403075.45552002,202675826.82326457
1,4,10,15,0.5,0.25,138060553.2864667,286606042.9320715
1,4,10,15,0.5,0.5,105139186.58693336,209179051.57204226
