run,iteration,n_estimators,max_depth,max_samples,max_features,mae,rmse
1,3,10,15,0.5,0.75,266829600.5194889,506116167.5805
1,3,10,15,0.5,1.0,279766951.2070444,517091320.2665162
1,3,10,15,0.75,0.25,262176007.89462224,493153177.59360504
1,3,10,15,0.75,0.5,272038838.5965555,505058222.10206515
1,3,10,15,0.75,0.75,307626502.84708893,563123147.7564234
1,3,10,15,0.75,1.0,289339597.19371104,531411887.6594142
1,3,10,15,1.0,0.25,255182634.02108893,468882358.2269658
1,3,10,15,1.0,0.5,273625465.01557773,510920523.9876478
1,3,10,15,1.0,0.75,296247160.58977777,546772814.2532481
1,3,10,15,1.0,1.0,280061859.16228884,520691795.20686936
1,3,50,,0.25,0.25,279374855.17968005,523109165.560427
1,3,50,,0.25,0.5,303786910.6984889,563006432.2710022
1,3,50,,0.25,0.75,287752521.65312,533719050.27337325
1,3,50,,0.25,1.0,290275223.05092883,545281867.9235661
1,3,50,,0.5,0.25,284668267.5302445,531641639.6784822
1,3,50,,0.5,0.5,281154744.7725689,526482874.39965457
1,3,50,,0.5,0.75,285671849.88453335,535156745.85029453
1,3,50,,0.5,1.0,286935651.9682799,533764925.6027932
1,3,50,,0.75,0.25,286085996.4488712,531119479.4628205
1,3,50,,0.75,0.5,290024844.31739557,543126569.2028421
1,3,50,,0.75,0.75,286551279.61437786,532789921.1351841
1,3,50,,0.75,1.0,292556081.9502533,544210399.731917
1,3,50,,1.0,0.25,276199485.78249776,513997167.7584666
1,3,50,,1.0,0.5,292503127.03177774,542000340.9685488
1,3,50,,1.0,0.75,277742464.10605335,523519705.5441643
1,3,50,,1.0,1.0,273348070.8953156,508205178.2457357
1,3,50,5,0.25,0.25,295998357.8852756,541115499.6700836
1,3,50,5,0.25,0.5,297761619.8145245,560281152.8826119
1,3,50,5,0.25,0.75,289054536.1359955,538387777.4374107
1,3,50,5,0.25,1.0,301369225.27382225,561650595.747981
1,3,50,5,0.5,0.25,277262766.0463333,518426720.92734265
1,3,50,5,0.5,0.5,289405639.6583792,532531096.94831365
1,3,50,5,0.5,0.75,287152102.255817,532656631.2708344
1,3,50,5,0.5,1.0,301845032.07648444,554750305.5029012
1,3,50,5,0.75,0.25,282935549.1028252,525264970.6303761
1,3,50,5,0.75,0.5,287498146.9525123,539117666.5904799
1,3,50,5,0.75,0.75,288472979.99200153,536835764.10173696
1,3,50,5,0.75,1.0,279285181.2233394,524318501.3827329
1,3,50,5,1.0,0.25,286251756.03277224,531023894.840933
1,3,50,5,1.0,0.5,280212648.3196477,525220734.1111107
1,3,50,5,1.0,0.75,277358100.8043589,519464639.84632087
1,3,50,5,1.0,1.0,275239295.9198012,511469184.9673279
1,3,50,10,0.25,0.25,309526184.17437774,583500521.258461
1,3,50,10,0.25,0.5,299739375.8032889,562971752.2223923
1,3,50,10,0.25,0.75,298710874.8870845,555051893.6749703
1,3,50,10,0.25,1.0,297709737.3866933,555657684.8692807
1,3,50,10,0.5,0.25,296147421.28484005,554257713.3963934
1,3,50,10,0.5,0.5,293725344.85622215,548124654.5681053
1,3,50,10,0.5,0.75,293875633.6199556,543986565.1794193
1,3,50,10,0.5,1.0,293971369.89305335,546168867.3106105
1,3,50,10,0.75,0.25,275294482.15745336,520096075.684361
1,3,50,10,0.75,0.5,284051951.73388,534110045.62063867
1,3,50,10,0.75,0.75,282904393.5351777,526295454.5238886
1,3,50,10,0.75,1.0,285642979.7456667,530288729.08552563
1,3,50,10,1.0,0.25,276830102.14280444,513569344.45154953
1,3,50,10,1.0,0.5,283632293.7431955,528710867.5243054
1,3,50,10,1.0,0.75,279972395.1859423,519871765.38555217
1,3,50,10,1.0,1.0,273238201.2418,507392125.0763878
1,3,50,15,0.25,0.25,310326789.45173335,574879282.1872034
1,3,50,15,0.25,0.5,289839035.4594623,542254670.559945
1,3,50,15,0.25,0.75,278596098.33908004,520769537.1781429
1,3,50,15,0.25,1.0,323119905.8167734,598391723.1570711
1,3,50,15,0.5,0.25,286628015.6063067,538012002.7669634
1,3,50,15,0.5,0.5,283176318.8297022,531926824.4133516
1,3,50,15,0.5,0.75,288019810.31218666,540123051.102295
1,3,50,15,0.5,1.0,287502307.4449867,532704101.11621135
1,3,50,15,0.75,0.25,285450162.59774226,533233692.6575105
1,3,50,15,0.75,0.5,283255197.42528445,531304017.89841044
1,3,50,15,0.75,0.75,285918908.438,531182193.5369251
1,3,50,15,0.75,1.0,289606881.98798233,540310955.0221912
1,3,50,15,1.0,0.25,287206326.77165776,529182220.70226187
1,3,50,15,1.0,0.5,271789417.2937733,505283951.8173946
1,3,50,15,1.0,0.75,280166931.0430978,527262729.59229
1,3,50,15,1.0,1.0,274665759.11398226,517554580.8942885
1,3,100,,0.25,0.25,288062054.7176711,540183808.8664651
1,3,100,,0.25,0.5,301758369.14799994,559448160.3375168
1,3,100,,0.25,0.75,293537990.4238133,545747949.4460872
1,3,100,,0.25,1.0,297645080.07843775,554416025.8208328
1,3,100,,0.5,0.25,278155760.20080894,520968043.2884133
1,3,100,,0.5,0.5,290437946.46794444,538391995.4719671
1,3,100,,0.5,0.75,281990926.15203327,532705290.8002608
1,3,100,,0.5,1.0,283476042.49964,525296656.7493958
1,3,100,,0.75,0.25,286296841.1426977,530325710.29172647
1,3,100,,0.75,0.5,280853157.1655155,522638593.6198367
1,3,100,,0.75,0.75,282708313.6280555,529881189.9579575
1,3,100,,0.75,1.0,278728068.5115422,521418470.7325516
1,3,100,,1.0,0.25,275106531.81168216,510960246.893721
1,3,100,,1.0,0.5,280875082.00577986,523339391.04436344
1,3,100,,1.0,0.75,283176079.76354665,529750392.30759513
1,3,100,,1.0,1.0,273562628.7915622,510253891.5961073
1,3,100,5,0.25,0.25,281318643.8884489,524383203.32454354
1,3,100,5,0.25,0.5,288708420.223851,541523822.2494028
1,3,100,5,0.25,0.75,307762964.6093155,572031910.4327651
1,3,100,5,0.25,1.0,291931393.21823114,545585280.8274394
1,3,100,5,0.5,0.25,278701105.9726161,523139559.25019616
1,3,100,5,0.5,0.5,285459846.83426934,533972822.6495421
1,3,100,5,0.5,0.75,291981951.69171053,539209875.082477
1,3,100,5,0.5,1.0,297677656.87947065,549376112.1687117
1,3,100,5,0.75,0.25,281460412.35168403,525147072.83536655
1,3,100,5,0.75,0.5,278864020.1566887,516940526.1114108
1,3,100,5,0.75,0.75,287983244.9154317,536161593.9341151
1,3,100,5,0.75,1.0,285938149.77280116,533123781.5575552
1,3,100,5,1.0,0.25,279165036.74905235,518506776.04741025
1,3,100,5,1.0,0.5,276960472.0608759,514738831.1432996
1,3,100,5,1.0,0.75,277073269.15496904,517187413.01439965
1,3,100,5,1.0,1.0,276958165.44304895,516071635.6292517
1,3,100,10,0.25,0.25,294934257.27713335,551263551.6958687
1,3,100,10,0.25,0.5,298151271.6377622,555345704.0197711
1,3,100,10,0.25,0.75,285896660.2990467,532063914.51940566
1,3,100,10,0.25,1.0,286801118.2985911,535159781.21013814
1,3,100,10,0.5,0.25,298203264.148811,554185038.7588481
1,3,100,10,0.5,0.5,286495085.8854088,533674609.84945065
1,3,100,10,0.5,0.75,289812918.3468377,536915464.5374444
1,3,100,10,0.5,1.0,287495147.9009778,532087967.38766164
1,3,100,10,0.75,0.25,276699141.50156444,516362203.03505945
1,3,100,10,0.75,0.5,283466215.2406645,527991875.5799565
1,3,100,10,0.75,0.75,283285365.6180466,531050381.09998494
1,3,100,10,0.75,1.0,280210729.65339106,518896723.5152064
1,3,100,10,1.0,0.25,275638701.6513044,514994682.9607184
1,3,100,10,1.0,0.5,283723657.82207555,530097492.75349146
1,3,100,10,1.0,0.75,273337211.1826444,506861103.8605062
1,3,100,10,1.0,1.0,270928687.7550933,505070960.78076065
1,3,100,15,0.25,0.25,298972275.31324655,553965429.2648665
1,3,100,15,0.25,0.5,300678577.6543288,565393148.5765717
1,3,100,15,0.25,0.75,294734657.00811774,547915460.2922711
1,3,100,15,0.25,1.0,303280236.5521712,562337832.7250466
1,3,100,15,0.5,0.25,269037006.34460443,504866485.8151924
1,3,100,15,0.5,0.5,286466233.6104488,534003274.10038644
1,3,100,15,0.5,0.75,298307795.0987777,552445808.1904823
1,3,100,15,0.5,1.0,286017178.6948555,532076097.4886835
1,3,100,15,0.75,0.25,286487894.99266,532093336.8419884
1,3,100,15,0.75,0.5,276893295.32379323,520480989.47780514
1,3,100,15,0.75,0.75,279576590.58569777,521646676.8218136
1,3,100,15,0.75,1.0,287467127.2557511,533207426.7032934
1,3,100,15,1.0,0.25,273184100.21425325,510801282.30531627
1,3,100,15,1.0,0.5,286223252.0367911,530359781.60635287
1,3,100,15,1.0,0.75,281987248.81763333,525236847.56698734
1,3,100,15,1.0,1.0,279070246.5533066,522152731.2933526
1,4,10,,0.25,0.25,183742744.1906222,349304888.68054867
1,4,10,,0.25,0.5,224194902.93951115,438077626.84923404
1,4,10,,0.25,0.75,175845202.17737776,346734953.10850567
1,4,10,,0.25,1.0,159071683.1493778,287332377.0395911
1,4,10,,0.5,0.25,134320982.80426666,248533390.73046744
1,4,10,,0.5,0.5,148452684.34135553,290755797.9336941
1,4,10,,0.5,0.75,154041219.12044445,288792667.3800146
1,4,10,,0.5,1.0,137332647.2374889,262682110.08398166
1,4,10,,0.75,0.25,158766479.2922,307576163.27207285
1,4,10,,0.75,0.5,144475649.3473111,308044577.52116835
1,4,10,,0.75,0.75,126250203.86697777,242461346.04023454
1,4,10,,0.75,1.0,102994615.44575556,201224828.6711139
1,4,10,,1.0,0.25,92777621.1097111,174698736.98645303
1,4,10,,1.0,0.5,127687267.06760001,259887665.2977401
1,4,10,,1.0,0.75,106867225.83142221,214195622.90239894
1,4,10,,1.0,1.0,101769389.16637778,205578239.39815232
1,4,10,5,0.25,0.25,190446635.4143778,356033563.9790568
1,4,10,5,0.25,0.5,198637543.69086668,360496136.4691093
1,4,10,5,0.25,0.75,163346871.84493333,315046073.87715733
1,4,10,5,0.25,1.0,222709290.06071115,423665537.6643601
1,4,10,5,0.5,0.25,184684476.3855333,346192738.1127148
1,4,10,5,0.5,0.5,130338712.08279628,250948894.4326387
1,4,10,5,0.5,0.75,151933192.41709635,281290734.19831795
1,4,10,5,0.5,1.0,118109656.99171112,235448493.07387492
1,4,10,5,0.75,0.25,182929369.6890254,363342004.73277754
1,4,10,5,0.75,0.5,126208861.45391667,247519144.734366
1,4,10,5,0.75,0.75,142205882.72351852,265046023.38601902
1,4,10,5,0.75,1.0,120514618.40857776,232141152.30749077
1,4,10,5,1.0,0.25,134597533.88486716,265184578.88416338
1,4,10,5,1.0,0.5,127746725.40423505,249518147.28903174
1,4,10,5,1.0,0.75,119831355.52462357,238378266.94714406
1,4,10,5,1.0,1.0,112866853.26042221,225946084.30105802
1,4,10,10,0.25,0.25,242295709.5613333,468820706.2571728
1,4,10,10,0.25,0.5,189063020.82033333,356068670.780907
1,4,10,10,0.25,0.75,178030708.49755552,344419643.29223967
1,4,10,10,0.25,1.0,194847673.8446,361134139.73689836
1,4,10,10,0.5,0.25,185604359.85533333,362234215.9346875
1,4,10,10,0.5,0.5,109912134.1454,223257529.4930549
1,4,10,10,0.5,0.75,130944109.43993331,255073227.35627618
1,4,10,10,0.5,1.0,169289996.0672222,305186806.76653713
1,4,10,10,0.75,0.25,165302907.2350222,329980482.4968729
1,4,10,10,0.75,0.5,139971491.40795553,271979498.6322664
1,4,10,10,0.75,0.75,108272210.73093332,221977653.80914545
1,4,10,10,0.75,1.0,125908364.4344,248021054.76867035
1,4,10,10,1.0,0.25,127566384.14568894,258397468.1500756
1,4,10,10,1.0,0.5,135596229.41171113,268728705.2406552
1,4,10,10,1.0,0.75,103877615.0204222,211657288.77835113
1,4,10,10,1.0,1.0,120564141.30062224,238181027.27874768
1,4,10,15,0.25,0.25,181117165.6731111,360141171.10671705
1,4,10,15,0.25,0.5,185773736.3681334,353719316.49806976
1,4,10,15,0.25,0.75,198559038.55955556,364261845.9424234
1,4,10,15,0.25,1.0,180363331.15364447,330596965.8615864
1,4,10,15,0.5,0.25,193772998.27251112,367502195.9269105
1,4,10,15,0.5,0.5,215331718.4194889,423453143.33957976
1,4,10,15,0.5,0.75,142035622.80633333,277978275.0319957
1,4,10,15,0.5,1.0,118836442.34955557,224982282.287491
