run,iteration,hidden_layer_size_layer_1,hidden_layer_size_layer_2,activation,learning_rate,l2_regularization,mae,rmse
1,2,50,50,logistic,0.001,1e-05,322378189.7323862,463180700.46416414
1,2,50,50,logistic,0.001,0.0001,322378184.2080675,463180696.43264955
1,2,50,50,logistic,0.01,1e-05,322377723.7001872,463180374.40550613
1,2,50,50,logistic,0.01,0.0001,322377718.56737584,463180371.3748651
1,2,50,50,relu,0.0001,1e-05,322377697.9895832,463180261.9767433
1,2,50,50,relu,0.0001,0.0001,322377792.4382139,463180344.2175418
1,2,50,50,relu,0.001,1e-05,321955790.1727902,462876174.82224005
1,2,50,50,relu,0.001,0.0001,321834006.1399081,462778948.79255587
1,2,50,50,relu,0.01,1e-05,161557176.06958255,280964593.25590175
1,2,50,50,relu,0.01,0.0001,164509528.51328626,284983997.5351421
1,2,50,50,tanh,0.0001,1e-05,322378221.3987278,463180720.66683924
1,2,50,50,tanh,0.0001,0.0001,322378221.75637525,463180720.3251443
1,2,50,50,tanh,0.001,1e-05,322378176.17158306,463180688.5201809
1,2,50,50,tanh,0.001,0.0001,322378175.67047733,463180688.68893725
1,2,50,50,tanh,0.01,1e-05,322377730.7773057,463180377.5280616
1,2,50,50,tanh,0.01,0.0001,322377728.6654747,463180376.2744193
1,2,100,50,logistic,0.0001,1e-05,322378225.6758198,463180725.2559781
1,2,100,50,logistic,0.0001,0.0001,322378226.74945164,463180725.9621844
1,2,100,50,logistic,0.001,1e-05,322378194.60851717,463180703.6238497
1,2,100,50,logistic,0.001,0.0001,322378186.385408,463180697.52692527
1,2,100,50,logistic,0.01,1e-05,322377842.47032154,463180457.5693602
1,2,100,50,logistic,0.01,0.0001,322377844.47131467,463180458.90133375
1,2,100,50,relu,0.0001,1e-05,322377413.1209808,463179963.31416094
1,2,100,50,relu,0.0001,0.0001,322377382.95199883,463179964.38456947
1,2,100,50,relu,0.001,1e-05,321302001.7611052,462391491.9793215
1,2,100,50,relu,0.001,0.0001,321561591.957542,462583517.8692011
1,2,100,50,relu,0.01,1e-05,121048019.43384188,229222039.27831602
1,2,100,50,relu,0.01,0.0001,118111622.64068544,225732394.25880784
1,2,100,50,tanh,0.0001,1e-05,322378220.9609948,463180720.8202204
1,2,100,50,tanh,0.0001,0.0001,322378221.3782591,463180720.2695955
1,2,100,50,tanh,0.001,1e-05,322378176.9873466,463180688.55680996
1,2,100,50,tanh,0.001,0.0001,322378177.5057052,463180689.2931427
1,2,100,50,tanh,0.01,1e-05,322377730.615739,463180376.8045776
1,2,100,50,tanh,0.01,0.0001,322377730.9001233,463180377.2230028
1,2,100,100,logistic,0.0001,1e-05,322378221.8186821,463180722.32402235
1,2,100,100,logistic,0.0001,0.0001,322378222.3696823,463180722.21734273
1,2,100,100,logistic,0.001,1e-05,322378144.4360272,463180668.6219268
1,2,100,100,logistic,0.001,0.0001,322378139.9967751,463180665.4003817
1,2,100,100,logistic,0.01,1e-05,322377372.77415174,463180129.1238037
1,2,100,100,logistic,0.01,0.0001,322377372.5121188,463180128.5335072
1,2,100,100,relu,0.0001,1e-05,322376607.0852366,463179341.1362563
1,2,100,100,relu,0.0001,0.0001,322376271.0547244,463179132.03311783
1,2,100,100,relu,0.001,1e-05,320344642.13982445,461716473.6316923
1,2,100,100,relu,0.001,0.0001,320418660.1683199,461765069.0954128
1,2,100,100,relu,0.01,1e-05,77783078.42015314,165976667.19839987
1,2,100,100,relu,0.01,0.0001,81858708.74230112,173821364.99383512
1,2,100,100,tanh,0.0001,1e-05,322378214.8076274,463180715.3478694
1,2,100,100,tanh,0.0001,0.0001,322378214.55373037,463180714.1144237
1,2,100,100,tanh,0.001,1e-05,322378126.5229179,463180651.7740283
1,2,100,100,tanh,0.001,0.0001,322378125.2198247,463180651.6969855
1,2,100,100,tanh,0.01,1e-05,322377240.56546277,463180034.0245515
1,2,100,100,tanh,0.01,0.0001,322377240.7581301,463180033.9060764
1,2,150,100,logistic,0.0001,1e-05,322378222.7382232,463180722.66893965
1,2,150,100,logistic,0.0001,0.0001,322378222.05303174,463180722.670999
1,2,150,100,logistic,0.001,1e-05,322378154.28326124,463180675.25428945
1,2,150,100,logistic,0.001,0.0001,322378148.19404215,463180670.4999938
1,2,150,100,logistic,0.01,1e-05,322377498.19234693,463180216.0726598
1,2,150,100,logistic,0.01,0.0001,322377576.0065697,463180271.1802613
1,2,150,100,relu,0.0001,1e-05,322374818.4720529,463177878.98147845
1,2,150,100,relu,0.0001,0.0001,322375236.33193475,463178049.2333148
1,2,150,100,relu,0.001,1e-05,319338032.28875595,460971782.94090325
1,2,150,100,relu,0.001,0.0001,318653060.88793486,460468278.2725489
1,2,150,100,relu,0.01,1e-05,75873381.9765638,162455158.13202766
1,2,150,100,relu,0.01,0.0001,76058963.79437415,162820899.47613424
1,2,150,100,tanh,0.0001,1e-05,322378213.75408727,463180714.5074775
1,2,150,100,tanh,0.0001,0.0001,322378215.6362448,463180714.6917527
1,2,150,100,tanh,0.001,1e-05,322378124.91231257,463180652.88322055
1,2,150,100,tanh,0.001,0.0001,322378127.46375054,463180652.9480917
1,2,150,100,tanh,0.01,1e-05,322377241.32447356,463180034.5781584
1,2,150,100,tanh,0.01,0.0001,322377241.3846714,463180034.78998053
1,3,10,,logistic,0.0001,1e-05,137069036.22278318,157103746.90674525
1,3,10,,logistic,0.0001,0.0001,137069035.7263598,157103746.54111457
1,3,10,,logistic,0.001,1e-05,137069030.34035018,157103742.83710295
1,3,10,,logistic,0.001,0.0001,137069030.58094382,157103743.04660058
1,3,10,,logistic,0.01,1e-05,137068978.9201332,157103707.9136907
1,3,10,,logistic,0.01,0.0001,137068976.89619645,157103706.57101724
1,3,10,,relu,0.0001,1e-05,137069032.00204626,157103744.44956774
1,3,10,,relu,0.0001,0.0001,137069035.583743,157103746.1526804
1,3,10,,relu,0.001,1e-05,137068410.31522152,157103314.09242392
1,3,10,,relu,0.001,0.0001,137068712.99752092,157103515.00335622
1,3,10,,relu,0.01,1e-05,137006020.38564655,157059930.70772988
1,3,10,,relu,0.01,0.0001,137041878.40770265,157084874.57960126
1,3,10,,tanh,0.0001,1e-05,137069034.39256346,157103745.5909823
1,3,10,,tanh,0.0001,0.0001,137069035.87201354,157103746.720249
1,3,10,,tanh,0.001,1e-05,137069029.0906454,157103742.04220438
1,3,10,,tanh,0.001,0.0001,137069030.07834896,157103742.86713073
1,3,10,,tanh,0.01,1e-05,137068970.93029833,157103701.77895227
1,3,10,,tanh,0.01,0.0001,137068971.85408604,157103702.4619029
1,3,10,10,logistic,0.0001,1e-05,137069035.81993055,157103746.6180513
1,3,10,10,logistic,0.0001,0.0001,137069035.9409195,157103746.68753242
1,3,10,10,logistic,0.001,1e-05,137069029.30195296,157103742.295067
1,3,10,10,logistic,0.001,0.0001,137069029.51867384,157103742.33675715
1,3,10,10,logistic,0.01,1e-05,137068968.1035765,157103700.55787754
1,3,10,10,logistic,0.01,0.0001,137068967.88428536,157103700.422743
1,3,10,10,relu,0.0001,1e-05,137069028.44573703,157103741.70917505
1,3,10,10,relu,0.0001,0.0001,137069028.80732945,157103741.63389975
1,3,10,10,relu,0.001,1e-05,137057962.53819442,157096078.19324595
1,3,10,10,relu,0.001,0.0001,137064370.32528576,157100382.69720647
1,3,10,10,relu,0.01,1e-05,130613837.0010063,152909349.46668148
1,3,10,10,relu,0.01,0.0001,126255145.96174264,150481005.9711532
1,3,10,10,tanh,0.0001,1e-05,137069035.42646995,157103746.3597815
1,3,10,10,tanh,0.0001,0.0001,137069035.36265007,157103746.3060636
1,3,10,10,tanh,0.001,1e-05,137069028.82549378,157103741.89765656
1,3,10,10,tanh,0.001,0.0001,137069029.0468501,157103742.05290747
1,3,10,10,tanh,0.01,1e-05,137068970.0575814,157103701.92989987
1,3,10,10,tanh,0.01,0.0001,137068969.83180305,157103701.76533267
1,3,50,,logistic,0.0001,1e-05,137069034.43628505,157103745.72944078
1,3,50,,logistic,0.0001,0.0001,137069033.8688837,157103745.34029767
1,3,50,,logistic,0.001,1e-05,137069009.3186394,157103728.54467076
1,3,50,,logistic,0.001,0.0001,137069006.46040985,157103726.6965044
1,3,50,,logistic,0.01,1e-05,137068749.74929678,157103552.0103949
1,3,50,,logistic,0.01,0.0001,137068732.62780383,157103540.35533246
1,3,50,,relu,0.0001,1e-05,137069012.03199625,157103731.36323524
1,3,50,,relu,0.0001,0.0001,137069016.90372476,157103733.89058998
1,3,50,,relu,0.001,1e-05,137066414.22251835,157101918.04605547
1,3,50,,relu,0.001,0.0001,137066716.15028873,157102119.42736596
1,3,50,,relu,0.01,1e-05,136769758.81520167,156895720.7145083
1,3,50,,relu,0.01,0.0001,136869875.914798,156965273.95274547
1,3,50,,tanh,0.0001,1e-05,137069033.15360415,157103744.98555642
1,3,50,,tanh,0.0001,0.0001,137069032.74817058,157103744.39835364
1,3,50,,tanh,0.001,1e-05,137069004.61199328,157103725.50538594
1,3,50,,tanh,0.001,0.0001,137069004.12443307,157103725.10169473
1,3,50,,tanh,0.01,1e-05,137068734.86203164,157103539.20019636
1,3,50,,tanh,0.01,0.0001,137068734.52745208,157103539.04098424
1,3,100,,logistic,0.0001,1e-05,137069031.31767264,157103743.61109534
1,3,100,,logistic,0.0001,0.0001,137069031.315762,157103743.57168484
1,3,100,,logistic,0.001,1e-05,137068974.28367135,157103704.78953248
1,3,100,,logistic,0.001,0.0001,137068973.443634,157103704.22960857
1,3,100,,logistic,0.01,1e-05,137068417.35022068,157103325.89419794
1,3,100,,logistic,0.01,0.0001,137068419.2390983,157103327.24609786
1,3,100,,relu,0.0001,1e-05,137068995.47366983,157103719.06110352
1,3,100,,relu,0.0001,0.0001,137068988.27036127,157103714.51345205
1,3,100,,relu,0.001,1e-05,137064157.00015137,157100353.47460452
1,3,100,,relu,0.001,0.0001,137063838.18370023,157100127.76519173
1,3,100,,relu,0.01,1e-05,136568689.7588141,156756658.54075313
1,3,100,,relu,0.01,0.0001,136624491.02724895,156795509.62641075
1,3,100,,tanh,0.0001,1e-05,137069030.24603918,157103742.9674717
1,3,100,,tanh,0.0001,0.0001,137069029.75337717,157103742.82709473
1,3,100,,tanh,0.001,1e-05,137068974.37044707,157103704.59136745
1,3,100,,tanh,0.001,0.0001,137068973.6513003,157103704.41773194
1,3,100,,tanh,0.01,1e-05,137068440.14052662,157103335.68640518
1,3,100,,tanh,0.01,0.0001,137068434.146809,157103335.55762374
1,3,150,,logistic,0.0001,1e-05,137069028.02551997,157103741.4046323
1,3,150,,logistic,0.0001,0.0001,137069029.894721,157103742.60415867
1,3,150,,logistic,0.001,1e-05,137068939.95250282,157103681.40209576
1,3,150,,logistic,0.001,0.0001,137068941.3419252,157103682.48495474
1,3,150,,logistic,0.01,1e-05,137068102.80231962,157103111.74730012
1,3,150,,logistic,0.01,0.0001,137068110.26413777,157103117.04904506
1,3,150,,relu,0.0001,1e-05,137068974.97438362,157103704.46150613
1,3,150,,relu,0.0001,0.0001,137068977.06589672,157103706.8817835
1,3,150,,relu,0.001,1e-05,137061160.90694204,157098269.0978469
1,3,150,,relu,0.001,0.0001,137062600.98948184,157099250.04420984
1,3,150,,relu,0.01,1e-05,136298670.59755215,156571399.30104014
1,3,150,,relu,0.01,0.0001,136351724.88147238,156607632.398174
1,3,150,,tanh,0.0001,1e-05,137069025.64125466,157103739.82502678
1,3,150,,tanh,0.0001,0.0001,137069026.57762182,157103740.65185612
1,3,150,,tanh,0.001,1e-05,137068943.85859594,157103684.08521396
1,3,150,,tanh,0.001,0.0001,137068943.4639152,157103683.91646796
1,3,150,,tanh,0.01,1e-05,137068141.074739,157103131.84098276
1,3,150,,tanh,0.01,0.0001,137068141.75262445,157103131.44030675
1,3,50,50,logistic,0.0001,1e-05,137069033.14952803,157103744.9340634
1,3,50,50,logistic,0.0001,0.0001,137069033.56684166,157103745.1197183
1,3,50,50,logistic,0.001,1e-05,137069009.31214067,157103728.59081644
1,3,50,50,logistic,0.001,0.0001,137069008.79663482,157103728.31386763
1,3,50,50,logistic,0.01,1e-05,137068722.65408,157103533.55633545
1,3,50,50,logistic,0.01,0.0001,137068724.2472441,157103534.60455313
1,3,50,50,relu,0.0001,1e-05,137068887.16749883,157103651.78069115
1,3,50,50,relu,0.0001,0.0001,137068820.8981841,157103597.77207455
1,3,50,50,relu,0.001,1e-05,136842280.46055785,156946851.9133713
1,3,50,50,relu,0.001,0.0001,136860815.0324745,156959233.9517989
1,3,50,50,relu,0.01,1e-05,105105714.49159066,199841967.87120813
1,3,50,50,relu,0.01,0.0001,122162903.02818388,227766118.64488503
1,3,50,50,tanh,0.0001,1e-05,137069032.33464804,157103744.3141127
1,3,50,50,tanh,0.0001,0.0001,137069032.9490769,157103744.81219992
1,3,50,50,tanh,0.001,1e-05,137069004.81740254,157103725.83152127
1,3,50,50,tanh,0.001,0.0001,137069005.31561217,157103726.10402167
1,3,50,50,tanh,0.01,1e-05,137068729.6977554,157103538.64253572
1,3,50,50,tanh,0.01,0.0001,137068730.09562123,157103538.8522073
1,3,100,50,logistic,0.0001,1e-05,137069034.41115758,157103745.68627837
1,3,100,50,logistic,0.0001,0.0001,137069033.23024958,157103744.89453313
1,3,100,50,logistic,0.001,1e-05,137069011.9866315,157103730.41371986
1,3,100,50,logistic,0.001,0.0001,137069014.87011656,157103732.40140876
1,3,100,50,logistic,0.01,1e-05,137068782.86055923,157103574.4861658
1,3,100,50,logistic,0.01,0.0001,137068790.87457415,157103579.95619434
1,3,100,50,relu,0.0001,1e-05,137068528.0989413,157103387.6796373
1,3,100,50,relu,0.0001,0.0001,137068559.82678375,157103413.77066317
1,3,100,50,relu,0.001,1e-05,136495612.46244827,156707663.92974237
1,3,100,50,relu,0.001,0.0001,136649813.2426457,156812740.09441718
1,3,100,50,relu,0.01,1e-05,172337495.87453637,309161685.294576
1,3,100,50,relu,0.01,0.0001,174950712.74093738,313336203.7517232
1,3,100,50,tanh,0.0001,1e-05,137069032.2575253,157103744.46252102
1,3,100,50,tanh,0.0001,0.0001,137069032.9762208,157103744.78627247
1,3,100,50,tanh,0.001,1e-05,137069004.9905456,157103725.72885758
1,3,100,50,tanh,0.001,0.0001,137069005.08085755,157103725.95339066
1,3,100,50,tanh,0.01,1e-05,137068729.83900014,157103538.42930433
1,3,100,50,tanh,0.01,0.0001,137068730.6655835,157103539.23645002
1,3,100,100,logistic,0.0001,1e-05,137069031.5897454,157103743.82896724
1,3,100,100,logistic,0.0001,0.0001,137069031.61697215,157103743.7807065
1,3,100,100,logistic,0.001,1e-05,137068985.96146235,157103712.70086125
1,3,100,100,logistic,0.001,0.0001,137068985.74534607,157103712.59601963
1,3,100,100,logistic,0.01,1e-05,137068534.268936,157103405.37820318
1,3,100,100,logistic,0.01,0.0001,137068508.6803939,157103388.0433944
1,3,100,100,relu,0.0001,1e-05,137068194.45126593,157103188.00728577
1,3,100,100,relu,0.0001,0.0001,137067990.30275586,157103037.52041388
1,3,100,100,relu,0.001,1e-05,136006005.54532817,156371268.6717028
1,3,100,100,relu,0.001,0.0001,135705378.65640834,156169048.97866023
1,3,100,100,relu,0.01,1e-05,213231765.62760016,369556717.4781544
1,3,100,100,relu,0.01,0.0001,212440758.76231706,368442453.056661
1,3,100,100,tanh,0.0001,1e-05,137069029.97054115,157103742.81048542
1,3,100,100,tanh,0.0001,0.0001,137069028.9951178,157103742.13109323
1,3,100,100,tanh,0.001,1e-05,137068974.57652637,157103705.05671725
1,3,100,100,tanh,0.001,0.0001,137068975.44191718,157103705.76148838
1,3,100,100,tanh,0.01,1e-05,137068429.9016775,157103334.71997377
1,3,100,100,tanh,0.01,0.0001,137068429.32991698,157103334.26121774
1,3,150,100,logistic,0.0001,1e-05,137069031.63312545,157103743.82291347
1,3,150,100,logistic,0.0001,0.0001,137069031.7861378,157103743.87148663
1,3,150,100,logistic,0.001,1e-05,137068990.614231,157103715.8857457
1,3,150,100,logistic,0.001,0.0001,137068986.4036045,157103713.04075983
1,3,150,100,logistic,0.01,1e-05,137068617.2854434,157103462.02004328
1,3,150,100,logistic,0.01,0.0001,137068646.3213412,157103481.74162257
1,3,150,100,relu,0.0001,1e-05,137067789.08989426,157102904.22911933
1,3,150,100,relu,0.0001,0.0001,137067740.55544704,157102873.90592012
1,3,150,100,relu,0.001,1e-05,135227974.5284791,155847430.95727298
1,3,150,100,relu,0.001,0.0001,135351254.24824867,155931573.79908383
1,3,150,100,relu,0.01,1e-05,215341160.76353136,371634576.0859671
1,3,150,100,relu,0.01,0.0001,215415195.05412492,371679053.3565911
1,3,150,100,tanh,0.0001,1e-05,137069030.3402823,157103742.96066722
1,3,150,100,tanh,0.0001,0.0001,137069028.66192785,157103741.88983044
1,3,150,100,tanh,0.001,1e-05,137068974.25208452,157103704.8549714
1,3,150,100,tanh,0.001,0.0001,137068975.7742873,157103706.05991566
1,3,150,100,tanh,0.01,1e-05,137068429.92787555,157103334.59200475
1,3,150,100,tanh,0.01,0.0001,137068428.71736756,157103333.77009827
1,4,10,,logistic,0.0001,1e-05,168539924.70746598,215189117.739023
1,4,10,,logistic,0.0001,0.0001,168539925.3355132,215189118.15185273
1,4,10,,logistic,0.001,1e-05,168539922.05123797,215189117.60950616
1,4,10,,logistic,0.001,0.0001,168539921.0192364,215189117.5964449
1,4,10,,logistic,0.01,1e-05,168539885.85750338,215189113.94403931
1,4,10,,logistic,0.01,0.0001,168539879.91798273,215189113.88934422
1,4,10,,relu,0.0001,1e-05,168539919.82476455,215189117.58471423
1,4,10,,relu,0.0001,0.0001,168539924.21879306,215189119.9379727
1,4,10,,relu,0.001,1e-05,168539553.58992815,215189089.66369754
1,4,10,,relu,0.001,0.0001,168539587.9110706,215189073.8218542
1,4,10,,relu,0.01,1e-05,168507066.00146714,215185408.6864183
1,4,10,,relu,0.01,0.0001,168495093.58296165,215184760.78587878
1,4,10,,tanh,0.0001,1e-05,168539924.57332823,215189117.9677777
1,4,10,,tanh,0.0001,0.0001,168539924.72447845,215189118.29132476
1,4,10,,tanh,0.001,1e-05,168539920.0696011,215189117.5750814
1,4,10,,tanh,0.001,0.0001,168539920.46325377,215189117.14922205
1,4,10,,tanh,0.01,1e-05,168539877.63250324,215189115.22295666
1,4,10,,tanh,0.01,0.0001,168539877.85153556,215189114.05862123
1,4,10,10,logistic,0.0001,1e-05,168539924.9797605,215189117.82870418
1,4,10,10,logistic,0.0001,0.0001,168539924.95494974,215189117.7818667
1,4,10,10,logistic,0.001,1e-05,168539919.5100702,215189116.85740787
1,4,10,10,logistic,0.001,0.0001,168539920.05728778,215189117.3744566
1,4,10,10,logistic,0.01,1e-05,168539874.78546023,215189114.06251255
1,4,10,10,logistic,0.01,0.0001,168539875.13000798,215189113.6898859
1,4,10,10,relu,0.0001,1e-05,168539919.26878414,215189118.20376298
1,4,10,10,relu,0.0001,0.0001,168539929.34918305,215189125.77751943
1,4,10,10,relu,0.001,1e-05,168537051.8909851,215188821.10528973
1,4,10,10,relu,0.001,0.0001,168535396.98100498,215189007.4750812
1,4,10,10,relu,0.01,1e-05,162831150.3541039,214942135.89804766
1,4,10,10,relu,0.01,0.0001,162421075.54859993,214949321.79757956
1,4,10,10,tanh,0.0001,1e-05,168539924.54506364,215189118.10558257
1,4,10,10,tanh,0.0001,0.0001,168539925.00314066,215189117.93516088
1,4,10,10,tanh,0.001,1e-05,168539922.35924193,215189116.8491108
1,4,10,10,tanh,0.001,0.0001,168539920.8948445,215189116.99028504
1,4,10,10,tanh,0.01,1e-05,168539886.7441429,215189108.8802515
1,4,10,10,tanh,0.01,0.0001,168539876.359821,215189114.5875574
1,4,50,,logistic,0.0001,1e-05,168539923.7267867,215189118.1039787
1,4,50,,logistic,0.0001,0.0001,168539923.57974413,215189117.95062107
1,4,50,,logistic,0.001,1e-05,168539903.52625406,215189115.8936342
1,4,50,,logistic,0.001,0.0001,168539900.7607472,215189114.89315182
1,4,50,,logistic,0.01,1e-05,168539699.6305803,215189099.7569987
1,4,50,,logistic,0.01,0.0001,168539699.1314743,215189099.67841017
1,4,50,,relu,0.0001,1e-05,168539905.156873,215189120.54547757
1,4,50,,relu,0.0001,0.0001,168539918.48028073,215189125.8155818
1,4,50,,relu,0.001,1e-05,168538014.3753619,215188862.14048985
1,4,50,,relu,0.001,0.0001,168537602.01036015,215188827.49721634
1,4,50,,relu,0.01,1e-05,168317662.67117617,215160728.15627286
1,4,50,,relu,0.01,0.0001,168367361.0486618,215169158.6656453
1,4,50,,tanh,0.0001,1e-05,168539923.46593115,215189119.26307142
1,4,50,,tanh,0.0001,0.0001,168539922.51431715,215189118.40959972
1,4,50,,tanh,0.001,1e-05,168539905.96018088,215189117.29565015
1,4,50,,tanh,0.001,0.0001,168539904.13719115,215189116.02742046
1,4,50,,tanh,0.01,1e-05,168539710.76745093,215189097.72286865
1,4,50,,tanh,0.01,0.0001,168539711.77157187,215189099.77754435
1,4,100,,logistic,0.0001,1e-05,168539922.0150154,215189118.12967554
1,4,100,,logistic,0.0001,0.0001,168539921.76733145,215189117.90097937
1,4,100,,logistic,0.001,1e-05,168539877.80965647,215189114.0887749
